E,E_N,cov,E_N_B,P1,P2,P1P2,P1_E,P2_E,P1P2_E,P1_N,P2_N,P1P2_N,row,col,sumDMY,ADF,ADL,DMDig,NDF,NDFD,Prot,WSC
22,221,31,22176,14,52,1452,1422,5222,145222,141,521,14521,91,5,1021.740385,24.01860975,2.117839607,86.11786672,45.59366384,68.45844909,9.622327032,18.16374741
22,221,31,22176,13,57,1357,1322,5722,135722,131,571,13571,92,5,1078.141541,25.57184345,2.708983056,82.61775161,48.69528726,63.49590388,10.35033663,16.40216557
22,221,31,22176,88,35,8835,8822,3522,883522,881,351,88351,93,5,1038.119333,25.68409085,2.56085906,82.32558795,47.7416784,63.93428975,9.24974844,16.63733496
22,221,31,22176,89,103,89103,8922,10322,8910322,891,1031,891031,94,5,1012.12997,24.92280863,2.438335623,83.37772649,47.49526706,64.15007551,10.18680579,17.04470309
22,221,31,22176,34,85,3485,3422,8522,348522,341,851,34851,95,5,1092.036296,25.80000969,2.704307241,80.59451274,47.88071595,63.83559592,9.661261397,15.74061962
22,221,31,22176,9,27,927,922,2722,92722,91,271,9271,96,5,1048.071704,25.60811227,2.516943621,81.34425605,48.89615672,63.54009719,9.51319568,15.50468121
22,221,32,22177,90,91,9091,9022,9122,909122,901,911,90911,97,5,1231.7208,25.57781202,2.376206998,81.82748203,47.96624264,64.7042293,11.43347521,15.28467145
22,221,32,22177,90,102,90102,9022,10222,9010222,901,1021,901021,98,5,1188.027259,24.95502966,2.483783447,82.29764721,46.80227962,64.27836968,11.64974383,15.96677894
22,221,32,22177,65,7,657,6522,722,65722,651,71,6571,99,5,1284.772452,26.72145591,2.643180695,81.27714656,48.88551508,63.46080199,11.46082248,14.62480358
22,221,32,22177,2,87,287,222,8722,28722,21,871,2871,100,5,1003.390815,25.52951476,2.391295558,82.19039362,47.80518092,65.81285927,12.0602841,15.7391804
22,221,32,22177,2,13,213,222,1322,21322,21,131,2131,101,5,991.6472889,25.81073134,2.644738687,80.38891562,48.42194838,64.58105067,11.52203478,14.4236942
22,221,32,22177,104,103,104103,10422,10322,10410322,1041,1031,1041031,102,5,894.0652889,25.40285069,2.370931238,83.66157931,49.79366333,61.34853294,10.5669835,15.08905212
22,221,32,22177,41,40,4140,4122,4022,414022,411,401,41401,103,5,902.9361037,23.5916056,2.139256419,82.25467825,46.87056313,66.89262899,12.14186551,16.21070711
22,221,32,22177,64,43,6443,6422,4322,644322,641,431,64431,104,5,1085.333933,24.42360642,2.11327284,82.46758409,48.11194692,65.41809244,11.46593931,15.99449659
22,221,32,22178,48,9,489,4822,922,48922,481,91,4891,105,5,1037.794148,24.15480228,2.292017779,81.15851396,47.68865946,65.10380784,11.05805586,15.67895892
22,221,32,22178,44,64,4464,4422,6422,446422,441,641,44641,106,5,1127.22483,25.68621177,2.367915521,81.36218098,48.82191172,63.69347561,11.28952035,15.96496197
22,221,32,22178,60,87,6087,6022,8722,608722,601,871,60871,107,5,1009.917985,25.50528467,2.597553864,80.84970589,48.61192688,65.07942538,11.22331696,15.6822671
22,221,32,22178,31,75,3175,3122,7522,317522,311,751,31751,108,5,1025.051785,24.96154634,2.456216441,83.20371947,47.80219057,63.87027618,11.38478196,16.22525003
22,221,32,22178,23,60,2360,2322,6022,236022,231,601,23601,109,5,918.160737,26.08522541,2.96601304,82.56799624,47.09472607,65.59238818,12.23098431,14.07427508
22,221,32,22178,84,39,8439,8422,3922,843922,841,391,84391,110,5,1041.136756,27.08048877,3.093248584,81.87221861,48.64069227,63.88021343,11.94440306,14.59375237
22,221,32,22178,13,71,1371,1322,7122,137122,131,711,13711,111,5,1070.09843,26.04940702,2.807884897,83.25718089,47.04844067,65.86255252,11.32096986,15.80279229
22,221,33,22178,1,43,143,122,4322,14322,11,431,1431,112,5,1157.067471,25.11922057,2.616494745,83.05800458,46.8515445,65.79619741,10.64080318,15.58570858
22,221,33,22179,71,44,7144,7122,4422,714422,711,441,71441,113,5,1047.494425,25.41156123,2.607892515,83.39193604,47.28252135,65.34733865,11.53396355,14.61054695
22,221,33,22179,89,101,89101,8922,10122,8910122,891,1011,891011,114,5,982.4638444,24.52820345,2.403444097,84.50455284,46.83067556,66.15899281,11.47075962,15.35413736
22,221,33,22179,60,56,6056,6022,5622,605622,601,561,60561,115,5,1077.84823,24.8741219,2.644685477,83.69784362,47.46610196,65.91037096,10.96431749,15.47624305
22,221,33,22179,81,10,8110,8122,1022,811022,811,101,81101,116,5,846.1633407,23.46849026,2.244435854,86.08080535,45.41403695,67.8253124,10.95085596,17.37504995
22,221,33,22179,93,94,9394,9322,9422,939422,931,941,93941,117,5,891.3287111,26.01405698,2.576499569,84.01535422,48.10526774,64.82787187,11.61343668,13.56320973
22,221,33,22179,6,16,616,622,1622,61622,61,161,6161,118,5,939.1705556,25.11783615,2.632019271,82.78485757,47.70009911,64.59393042,11.450158,15.54192296
22,221,33,22179,104,91,10491,10422,9122,1049122,1041,911,104911,119,5,896.8795111,25.25873341,2.67450678,83.21667387,46.83284586,65.26605516,11.38115568,15.04348895
22,221,33,22179,89,90,8990,8922,9022,899022,891,901,89901,120,5,984.2692593,23.31444837,2.271156674,85.09596548,44.67757267,67.10756008,10.96296521,18.03532281
22,221,33,22180,67,17,6717,6722,1722,671722,671,171,67171,121,5,956.139437,25.8275063,2.923208428,82.18400132,47.6726636,63.79679105,11.82891903,14.14536197
22,221,33,22180,43,38,4338,4322,3822,433822,431,381,43381,122,5,801.1532,24.56124184,2.526160559,83.61302628,46.20119687,64.95854897,11.68064415,15.84409041
22,221,33,22180,37,53,3753,3722,5322,375322,371,531,37531,123,5,993.2247037,24.42982662,2.536414713,83.02576948,45.95944856,64.37162641,11.0291661,17.31678682
22,221,33,22180,7,6,76,722,622,7622,71,61,761,124,5,875.5035556,26.42388726,2.805421428,81.98745638,48.25134451,63.01428042,10.77295872,15.11785223
22,221,34,22180,66,12,6612,6622,1222,661222,661,121,66121,125,5,773.0825481,25.50015841,2.533730861,83.43161476,46.69498134,64.90004962,11.18769252,16.72061168
22,221,34,22180,73,76,7376,7322,7622,737622,731,761,73761,126,5,723.4644444,23.92724366,2.391469002,84.24305168,46.56253932,67.00152728,9.142170849,19.62783782
22,221,34,22180,78,80,7880,7822,8022,788022,781,801,78801,127,5,739.1066074,25.77624786,2.867864724,82.14469308,49.09641523,63.79725303,8.270458959,17.70229247
22,221,34,22180,53,11,5311,5322,1122,531122,531,111,53111,128,5,854.5000593,24.48742366,2.374533406,84.25901869,47.48058794,65.71274392,9.434333341,18.83121487
22,221,29,22181,73,56,7356,7322,5622,735622,731,561,73561,1,6,738.7527407,25.66698447,2.959226334,81.71294338,47.34016652,64.09732457,11.19647958,15.08294414
22,221,29,22181,53,58,5358,5322,5822,535822,531,581,53581,2,6,862.8305926,26.42153483,3.017192478,81.43323025,48.57221929,63.6929891,11.38844927,15.2945828
22,221,29,22181,22,4,224,2222,422,22422,221,41,2241,4,6,824.0524593,27.09022512,3.273259891,80.39398067,49.40488819,62.32869295,12.29988187,13.9168474
22,221,29,22181,5,66,566,522,6622,56622,51,661,5661,5,6,718.1955704,26.87906946,2.939877075,81.62969443,49.84367292,63.65020041,9.359082228,15.69884224
22,221,29,22181,66,75,6675,6622,7522,667522,661,751,66751,6,6,757.4690741,24.82062416,2.539414195,83.68343944,46.58620238,64.03014329,9.48174877,18.61758499
22,221,29,22181,74,5,745,7422,522,74522,741,51,7451,7,6,652.5320015,24.77599845,2.549618596,82.93680423,47.38935455,64.59640522,9.182703152,17.40804268
22,221,29,22181,100,101,100101,10022,10122,10010122,1001,1011,1001011,8,6,774.8207704,24.62353584,2.441198434,84.09248161,46.54438555,65.11274843,9.326166987,18.2338931
22,221,29,22182,104,101,104101,10422,10122,10410122,1041,1011,1041011,9,6,702.488717,26.31876285,2.882814015,81.80082617,47.9347591,65.96175015,11.85905578,15.52634343
22,221,29,22182,57,56,5756,5722,5622,575622,571,561,57561,10,6,886.4322548,25.11607796,3.082285936,80.90588486,48.44252513,64.53254979,12.04761739,16.42592569
22,221,29,22182,22,54,2254,2222,5422,225422,221,541,22541,11,6,1050.577532,26.20343852,3.064592559,80.80657205,49.4729006,63.5994944,11.36452124,15.71151795
22,221,29,22182,63,36,6336,6322,3622,633622,631,361,63361,12,6,974.986663,25.76306276,2.911320728,81.35574476,48.90428892,64.79236863,10.98483356,16.0643331
22,221,29,22182,54,19,5419,5422,1922,541922,541,191,54191,13,6,960.7945926,26.77239122,2.877516766,81.5415347,49.48513303,63.23846182,10.55029463,14.48477996
22,221,29,22182,31,4,314,3122,422,31422,311,41,3141,14,6,905.9068963,25.69947393,2.638465084,83.42312934,47.64406624,64.97883396,11.22330867,14.89153252
22,221,29,22182,57,73,5773,5722,7322,577322,571,731,57731,15,6,1046.579422,25.64886064,2.640039634,83.28148049,47.2176809,65.25075627,9.752990423,16.76976606
22,221,29,22182,79,34,7934,7922,3422,793422,791,341,79341,16,6,830.3216148,26.42392128,2.944266578,82.427808,47.62935055,64.84348896,9.989825323,13.24329315
22,221,29,22183,34,86,3486,3422,8622,348622,341,861,34861,17,6,983.1410074,27.94889539,3.106749471,81.02185498,50.70477805,62.90769573,9.918896408,14.01863677
22,221,29,22183,97,98,9798,9722,9822,979822,971,981,97981,18,6,757.0178519,25.5869595,2.484277834,85.02670312,46.48201968,68.39543307,9.574384208,16.73849223
22,221,29,22183,101,103,101103,10122,10322,10110322,1011,1031,1011031,19,6,947.4251407,26.93116254,3.012713072,81.34075457,49.43355802,64.6753642,10.04342217,14.68747167
22,221,29,22183,29,32,2932,2922,3222,293222,291,321,29321,20,6,856.0093778,25.58602375,2.63251209,83.23313154,47.6118837,66.36080794,9.303591623,17.24181827
22,221,29,22183,38,9,389,3822,922,38922,381,91,3891,21,6,826.1399259,24.44046369,2.612916104,84.16306071,46.19424793,66.49257656,11.65234892,17.43564027
22,221,29,22183,40,44,4044,4022,4422,404422,401,441,40441,22,6,818.5294815,26.99732072,3.26426964,80.71263856,50.07068306,64.5929989,12.55797215,13.79275827
22,221,29,22183,85,5,855,8522,522,85522,851,51,8551,23,6,1044.253741,25.68341906,3.093788938,81.43951801,49.02180417,64.62002752,11.59380527,15.69980219
22,221,29,22183,35,29,3529,3522,2922,352922,351,291,35291,24,6,851.4135111,27.77348136,3.288275537,79.47279494,50.1204485,59.40167102,11.94774888,12.65691815
22,221,29,22184,45,10,4510,4522,1022,451022,451,101,45101,25,6,636.3234741,24.78001108,2.51751227,84.24100401,46.14272197,67.53029392,12.38865079,15.74553356
22,221,29,22184,65,51,6551,6522,5122,655122,651,511,65511,26,6,815.5592963,25.36412624,2.74307567,82.99524264,48.53175554,66.18568975,12.11591999,15.03271495
22,221,29,22184,67,7,677,6722,722,67722,671,71,6771,27,6,949.3163259,24.77705907,2.773338593,83.14247066,47.26138453,66.09965873,12.50808466,15.75059867
22,221,29,22184,11,80,1180,1122,8022,118022,111,801,11801,28,6,945.7434074,23.67134319,2.524063359,84.41385513,45.892588,67.95302457,12.08947941,17.04938816
22,221,29,22184,36,12,3612,3622,1222,361222,361,121,36121,29,6,911.8905185,25.08008063,2.739491287,83.24329388,47.70504959,65.37299276,13.47818346,15.92992756
22,221,29,22184,93,94,9394,9322,9422,939422,931,941,93941,30,6,890.1856444,27.49722507,3.134334743,81.02478181,50.21661627,62.44064821,13.34522192,12.83717334
22,221,29,22184,52,36,5236,5222,3622,523622,521,361,52361,31,6,1018.863556,25.38885403,3.025418998,81.85429011,48.52633134,63.66368238,11.54881086,15.57694684
22,221,29,22184,72,77,7277,7222,7722,727722,721,771,72771,32,6,1040.797585,25.47127276,2.718674301,83.21209233,46.99335919,63.91382662,13.26266821,16.11071143
22,221,29,22185,16,20,1620,1622,2022,162022,161,201,16201,33,6,890.9134074,25.07044167,2.607790362,83.91027694,47.23231179,66.85024263,11.43323541,15.36877356
22,221,29,22185,41,85,4185,4122,8522,418522,411,851,41851,34,6,936.0823704,23.97958007,2.475247598,84.03344599,46.6643269,67.86065951,11.30282973,16.88249794
22,221,29,22185,53,58,5358,5322,5822,535822,531,581,53581,35,6,1148.974815,25.47696416,2.909293594,82.81605261,47.77372754,65.09733035,10.446329,15.48126973
22,221,29,22185,90,93,9093,9022,9322,909322,901,931,90931,36,6,947.9138889,25.50748052,2.459247726,83.78050803,47.90091442,66.37528537,11.00846479,15.21037729
22,221,29,22185,40,43,4043,4022,4322,404322,401,431,40431,37,6,824.0953333,24.69895299,2.317671233,85.28108506,45.71173096,68.76885102,11.96719818,15.89097984
22,221,29,22185,55,10,5510,5522,1022,551022,551,101,55101,38,6,987.3399852,25.30492137,2.518740528,84.23622996,47.47710807,67.23119376,11.88021074,15.81706028
22,221,29,22185,86,85,8685,8622,8522,868522,861,851,86851,39,6,1150.969926,25.2809901,2.637428899,83.27392744,48.26602303,66.10681588,11.27302464,15.77638612
22,221,29,22185,62,40,6240,6222,4022,624022,621,401,62401,40,6,959.1850296,26.36062197,2.515922315,83.88349096,48.01144842,66.45016818,11.37813869,15.15761772
22,221,29,22186,58,77,5877,5822,7722,587722,581,771,58771,41,6,956.720963,24.96485524,2.7237423,82.73635336,46.25442202,66.64228171,11.25607486,15.76593467
22,221,29,22186,15,46,1546,1522,4622,154622,151,461,15461,42,6,821.2250667,25.17420882,2.784355884,82.32467682,45.83551738,65.02226209,12.15253083,15.26089367
22,221,29,22186,99,102,99102,9922,10222,9910222,991,1021,991021,43,6,950.5742222,24.45989313,2.867272304,82.0303177,45.9572174,66.84551133,10.94398601,16.7286834
22,221,29,22186,19,7,197,1922,722,19722,191,71,1971,44,6,1059.047593,25.10789249,2.940871615,81.74947879,47.36336709,65.08408974,10.44923303,16.25883235
22,221,29,22186,39,17,3917,3922,1722,391722,391,171,39171,45,6,1019.855148,26.15964205,2.74275052,82.60082811,48.45075973,64.30522209,10.46399902,16.97427004
22,221,29,22186,41,86,4186,4122,8622,418622,411,861,41861,46,6,973.0958519,25.57463193,2.531625421,83.76594453,47.9909994,66.5883131,10.90402294,16.05503943
22,221,29,22186,62,41,6241,6222,4122,624122,621,411,62411,47,6,974.3202074,24.84577734,2.216431954,85.4624692,45.33726062,68.34153714,10.68322635,17.74642171
22,221,29,22186,59,31,5931,5922,3122,593122,591,311,59311,48,6,1043.629874,25.13676734,2.655336805,83.29113135,48.11330045,66.25442727,10.36913536,17.55293493
22,221,30,22187,42,26,4226,4222,2622,422622,421,261,42261,49,6,913.3519778,26.71491787,3.007985843,81.22177209,49.06646574,61.89701281,10.19463613,13.86154448
22,221,30,22187,15,47,1547,1522,4722,154722,151,471,15471,50,6,937.991437,25.51463317,2.565055193,83.92907795,46.47568271,65.59999371,10.90197618,15.25888964
22,221,30,22187,76,21,7621,7622,2122,762122,761,211,76211,51,6,896.674963,24.82394608,2.414460225,84.04646345,45.49467549,65.66892107,9.763299701,16.52060554
22,221,30,22187,39,17,3917,3922,1722,391722,391,171,39171,52,6,982.3922963,27.44427464,3.056347014,81.56233445,49.68537823,62.18040173,11.12409658,13.62613399
22,221,31,22187,21,81,2181,2122,8122,218122,211,811,21811,53,6,1025.519259,22.08907557,2.282250832,85.39288961,42.29394593,68.31324556,8.607752957,19.51592678
22,221,31,22187,68,23,6823,6822,2322,682322,681,231,68231,54,6,862.0453111,25.86051514,2.767931653,83.44461311,47.78482565,64.1686906,9.909360924,14.96764773
22,221,31,22187,49,81,4981,4922,8122,498122,491,811,49811,55,6,848.9584444,24.24251319,2.589059578,84.35133975,44.80456751,65.69841747,9.360098409,16.41509803
22,221,31,22187,27,5,275,2722,522,27522,271,51,2751,56,6,927.3735407,27.41443247,3.12636452,81.65063756,49.71221237,62.58279238,8.945895103,14.08248693
22,221,31,22188,96,98,9698,9622,9822,969822,961,981,96981,57,6,965.5858815,25.50583074,2.814247089,82.73431583,47.14753279,65.33973059,10.74972369,15.77780018
22,221,31,22188,18,68,1868,1822,6822,186822,181,681,18681,58,6,1154.728148,27.47355987,2.847368229,82.37261259,49.26147389,64.18356942,11.62239303,13.32699787
22,221,31,22188,4,54,454,422,5422,45422,41,541,4541,59,6,1153.739378,27.49006039,3.122230515,81.44508861,49.68025082,62.6709974,11.22655127,13.28453734
22,221,31,22188,12,22,1222,1222,2222,122222,121,221,12221,60,6,984.499037,25.93072452,2.733692349,83.39324221,47.30578943,64.86511019,11.65316223,14.95131731
22,221,31,22188,91,103,91103,9122,10322,9110322,911,1031,911031,61,6,892.736837,25.82927154,2.775251528,82.11079455,46.90649707,64.5189644,9.617146893,15.53177944
22,221,31,22188,56,32,5632,5622,3222,563222,561,321,56321,62,6,872.1747481,27.24746946,2.954839463,81.64953754,48.72474329,62.95936917,10.51577333,14.3626736
22,221,31,22188,63,66,6366,6322,6622,636622,631,661,63661,63,6,882.8190222,26.56928211,2.72833603,82.25814464,47.84103006,63.65541947,10.12113631,14.9378002
22,221,31,22188,20,37,2037,2022,3722,203722,201,371,20371,64,6,918.5207407,24.96836887,2.620643558,82.90712283,46.04761877,65.01449807,10.31552317,17.25674625
22,221,31,22189,83,55,8355,8322,5522,835522,831,551,83551,65,6,923.8387852,26.64407475,2.869789075,82.09317171,48.2612687,63.90191123,11.29817209,14.34148944
22,221,31,22189,25,30,2530,2522,3022,253022,251,301,25301,66,6,1021.478785,28.18044095,3.009323498,80.53469029,50.08137267,61.74980318,12.07955015,13.85083127
22,221,31,22189,98,102,98102,9822,10222,9810222,981,1021,981021,67,6,1249.739111,28.05930496,2.897093993,82.03510952,49.80524068,63.86745489,10.97768071,14.51421313
22,221,31,22189,89,100,89100,8922,10022,8910022,891,1001,891001,68,6,927.6480741,27.06986306,2.693068093,81.77741077,48.20042923,63.42488393,11.90474765,15.91231489
22,221,31,22189,3,46,346,322,4622,34622,31,461,3461,69,6,1123.84915,26.67289424,3.083036287,81.1315798,48.67176003,62.93677603,12.43305676,14.89840456
22,221,31,22189,90,92,9092,9022,9222,909222,901,921,90921,70,6,1076.013148,27.05083806,2.958693537,81.13557317,49.02811078,61.04942427,11.58603405,15.17673517
22,221,31,22189,50,18,5018,5022,1822,501822,501,181,50181,71,6,937.2083348,26.57584628,2.82602976,81.80746436,48.1631958,63.96449645,10.48524324,16.13871808
22,221,31,22189,84,5,845,8422,522,84522,841,51,8451,72,6,1060.35699,28.90792435,3.029134039,80.81266846,51.16485395,62.62363526,11.67212912,13.76660559
22,221,31,22190,27,63,2763,2722,6322,276322,271,631,27631,73,6,986.5590889,27.12204445,2.541905684,83.3943869,48.71841111,65.19977573,11.38856203,14.93818602
22,221,31,22190,60,57,6057,6022,5722,605722,601,571,60571,74,6,888.5761244,26.64045557,2.69368184,82.42846509,48.49394699,63.91974563,11.24461273,16.23626649
22,221,31,22190,89,103,89103,8922,10322,8910322,891,1031,891031,75,6,882.4376667,25.59554084,2.418536742,83.84802443,47.03660009,65.83109814,11.1794866,16.97310502
22,221,31,22190,15,2,152,1522,222,15222,151,21,1521,76,6,981.7463704,26.48095612,2.426126562,83.94860635,47.18088363,65.39561023,11.12437117,17.53508908
22,221,31,22190,54,30,5430,5422,3022,543022,541,301,54301,77,6,1164.256267,27.66806672,3.001461157,80.52093688,49.09668746,63.16366899,10.01116457,13.83173298
22,221,31,22190,17,65,1765,1722,6522,176522,171,651,17651,78,6,1088.906341,27.84309904,2.97604265,80.62277586,49.42596944,61.63513624,10.93041526,13.32612195
22,221,31,22190,29,70,2970,2922,7022,297022,291,701,29701,79,6,1035.535081,26.61860895,2.585564987,82.28425954,48.4508221,64.26107502,10.98038382,14.58183385
22,221,31,22190,68,3,683,6822,322,68322,681,31,6831,80,6,1264.530622,26.74305276,2.885118402,80.68574294,48.58321816,63.39510929,11.28874306,14.59865139
22,221,31,22191,48,73,4873,4822,7322,487322,481,731,48731,81,6,983.8432741,24.23848455,2.503448229,84.16976583,44.51897158,66.3294872,9.953175531,17.87320017
22,221,31,22191,12,84,1284,1222,8422,128422,121,841,12841,82,6,1116.07877,25.73230648,2.679884984,82.47769096,47.85814629,63.7143557,11.55596763,15.19057127
22,221,31,22191,16,35,1635,1622,3522,163522,161,351,16351,83,6,1131.42437,26.00411447,2.635844922,82.46074358,47.70844669,63.80242074,10.20217475,15.93054418
22,221,31,22191,95,97,9597,9522,9722,959722,951,971,95971,84,6,1255.981689,28.13423106,2.880250806,80.54021108,50.0749684,62.12195276,11.29688854,13.47101095
22,221,31,22191,99,100,99100,9922,10022,9910022,991,1001,991001,85,6,992.5182963,25.29144281,2.501505561,83.01864814,46.65568038,63.97957338,11.06254883,15.97607492
22,221,31,22191,58,11,5811,5822,1122,581122,581,111,58111,86,6,1185.603281,26.74158451,2.65476182,81.70751609,48.93483067,63.15228534,11.74882101,14.82219173
22,221,31,22191,82,49,8249,8222,4922,824922,821,491,82491,87,6,1061.650881,25.50387498,2.570433004,82.94892538,47.86610625,63.55891762,10.75261592,16.18552266
22,221,31,22191,89,91,8991,8922,9122,899122,891,911,89911,88,6,1059.843259,26.01498225,2.509819031,81.92988864,48.49272999,63.15125533,11.27148703,15.93329574
22,221,31,22192,71,33,7133,7122,3322,713322,711,331,71331,89,6,1022.003704,26.74453494,2.673183407,81.95308199,49.5731545,64.36560746,9.72275016,15.54759555
22,221,31,22192,21,83,2183,2122,8322,218322,211,831,21831,90,6,955.9169481,24.88572387,2.300617801,82.86513308,48.40951987,66.53050349,9.60876524,17.1491772
22,221,31,22192,25,17,2517,2522,1722,251722,251,171,25171,91,6,976.2228148,27.86486921,3.014759016,80.84257451,50.01136646,62.31424817,9.343013185,13.9137193
22,221,31,22192,80,81,8081,8022,8122,808122,801,811,80811,92,6,906.2557333,24.81484522,2.411341441,82.93402127,47.97714822,64.24466939,9.743235871,17.53475609
22,221,31,22192,22,61,2261,2222,6122,226122,221,611,22611,93,6,1178.657763,26.06200258,2.747179895,81.46719023,48.53024438,63.20644839,9.483218402,15.92110697
22,221,31,22192,42,29,4229,4222,2922,422922,421,291,42291,94,6,921.7670519,26.12246282,2.612510484,81.46740716,49.39141336,63.59571831,10.55188473,15.11038707
22,221,31,22192,91,93,9193,9122,9322,919322,911,931,91931,95,6,973.0984741,25.04897271,2.22433191,83.82719852,47.50212988,63.99663616,9.651559334,17.20338369
22,221,31,22192,50,47,5047,5022,4722,504722,501,471,50471,96,6,1078.478148,24.47912486,2.237307603,84.01280247,47.32020156,64.05939381,11.0679239,18.28855713
22,221,32,22193,69,28,6928,6922,2822,692822,691,281,69281,97,6,1102.033704,23.67701202,2.331488094,82.66453845,46.81760557,64.71713578,11.23890529,16.72172693
22,221,32,22193,9,14,914,922,1422,91422,91,141,9141,98,6,985.3871926,23.29873464,2.300552571,84.06314349,45.6562931,64.54273807,11.85534061,18.16971321
22,221,32,22193,18,47,1847,1822,4722,184722,181,471,18471,99,6,1089.941859,25.12444541,2.369064061,82.89929883,47.69171294,64.63259506,11.79561876,15.53947686
22,221,32,22193,19,30,1930,1922,3022,193022,191,301,19301,100,6,929.7554074,-999,2.165322468,86.36476083,44.88749565,68.18746522,13.99336391,14.24101079
22,221,32,22193,58,72,5872,5822,7222,587222,581,721,58721,101,6,1210.494,24.9861786,2.335923056,82.20246324,47.54328274,65.37730976,10.61015894,16.72975675
22,221,32,22193,38,52,3852,3822,5222,385222,381,521,38521,102,6,1065.558444,26.03963011,2.609849194,80.24397271,49.07248792,62.81089456,10.98667269,14.83048621
22,221,32,22193,36,66,3666,3622,6622,366622,361,661,36661,103,6,1020.673348,22.765058,2.121254082,82.28941065,46.13917456,68.3170703,11.0109742,16.94056325
22,221,32,22194,20,53,2053,2022,5322,205322,201,531,20531,105,6,1205.805541,24.28203967,2.282433243,81.35075597,48.16500391,65.79795796,10.65856813,16.6147552
22,221,32,22194,23,60,2360,2322,6022,236022,231,601,23601,106,6,868.9609185,25.9163659,2.460241215,82.92780876,49.85874423,62.78250267,11.73206901,15.05616917
22,221,32,22194,16,20,1620,1622,2022,162022,161,201,16201,107,6,1021.037481,24.69312532,2.366119331,82.11333644,47.45993891,64.81355816,11.51370719,16.3529759
22,221,32,22194,79,86,7986,7922,8622,798622,791,861,79861,108,6,1004.949807,26.71263317,2.663722065,80.60875583,50.23979017,62.04147437,11.73504049,15.3319911
22,221,32,22194,95,97,9597,9522,9722,959722,951,971,95971,109,6,1252.870516,27.42878739,2.881996411,81.39477412,49.54219058,64.3265396,11.68454974,14.36127039
22,221,32,22194,80,81,8081,8022,8122,808122,801,811,80811,110,6,880.0984207,24.72170619,2.699391111,83.26405991,45.91779606,66.51578313,10.27020519,17.80937507
22,221,32,22194,30,51,3051,3022,5122,305122,301,511,30511,111,6,1037.611653,25.16298296,2.602684581,83.88169072,46.61946417,65.57969397,10.80379614,17.45448559
22,221,33,22194,24,2,242,2422,222,24222,241,21,2421,112,6,801.5074622,24.49290684,2.277286402,85.24568893,45.83652595,66.14015826,11.00688806,16.59812092
22,221,33,22195,18,15,1815,1822,1522,181522,181,151,18151,113,6,951.4470274,24.40548478,2.58814581,83.52754412,46.70230455,64.91453152,10.92545916,16.86313913
22,221,33,22195,34,40,3440,3422,4022,344022,341,401,34401,114,6,872.3494444,26.12003305,2.680477197,82.47654785,48.85397403,63.3841667,12.20333092,13.58810297
22,221,33,22195,23,87,2387,2322,8722,238722,231,871,23871,115,6,1070.218704,26.35796186,3.102814834,80.91350545,49.18274339,62.99577863,10.94450625,14.31639923
22,221,33,22195,86,40,8640,8622,4022,864022,861,401,86401,116,6,863.5566963,25.47850722,2.648668849,83.34731685,48.10596212,65.46127468,11.77101716,14.17228528
22,221,33,22195,89,104,89104,8922,10422,8910422,891,1041,891041,117,6,751.224237,24.04892906,2.374100969,84.54794644,46.23612196,66.09595423,11.46675085,15.96046019
22,221,33,22195,70,72,7072,7022,7222,707222,701,721,70721,118,6,986.1807704,24.43419739,2.361961057,84.6580092,46.74680004,66.72397026,11.28235123,15.56927831
22,221,33,22195,5,59,559,522,5922,55922,51,591,5591,119,6,997.9573481,25.64785818,2.832224881,82.40406956,47.78729469,63.76625491,10.8383516,15.50169155
22,221,33,22195,95,99,9599,9522,9922,959922,951,991,95991,120,6,818.1272444,23.96989565,2.468513393,84.05437817,45.53136673,66.24076877,11.25827129,16.39365531
22,221,33,22196,32,8,328,3222,822,32822,321,81,3281,121,6,873.4618667,25.06062094,2.588459189,83.21006205,47.0713799,64.36556045,10.37853191,16.67386735
22,221,33,22196,5,59,559,522,5922,55922,51,591,5591,122,6,942.0215481,26.40361517,2.824219865,80.82369953,48.65257761,62.35856225,10.21062249,15.51812139
22,221,33,22196,38,52,3852,3822,5222,385222,381,521,38521,123,6,782.8080963,24.97495246,2.617127518,83.18300712,46.85391747,63.99302354,11.0886612,16.60442073
22,221,33,22196,6,42,642,622,4222,64222,61,421,6421,124,6,748.2802074,25.03371694,2.381764812,84.10799166,46.90949421,64.51980058,10.51699656,17.02318315
22,221,34,22196,49,69,4969,4922,6922,496922,491,691,49691,125,6,756.0211704,24.85596261,2.518265816,83.80638768,46.56737839,65.42702833,11.1750226,16.80394358
22,221,34,22196,67,6,676,6722,622,67622,671,61,6761,126,6,772.9215704,26.50157896,2.861616837,82.46456597,49.71867601,63.95119247,8.433385305,16.75764861
22,221,34,22196,10,41,1041,1022,4122,104122,101,411,10411,127,6,663.7713704,24.1038639,2.046727586,86.33621188,45.92925124,69.53710384,9.235247599,19.55004031
22,221,34,22196,74,36,7436,7422,3622,743622,741,361,74361,128,6,729.9075556,25.73862964,2.563111253,84.26331718,49.15549228,64.88237474,9.476516452,17.25497885
22,222,29,22233,47,3,473,4722,322,47322,472,32,4732,1,3,1228.163733,26.36601141,3.119964065,81.32715411,48.74024229,62.46194603,11.74457593,15.02738451
22,222,29,22233,63,66,6366,6322,6622,636622,632,662,63662,2,3,1120.741007,25.27975931,2.877579093,81.93133851,47.30170013,63.90407251,12.44282254,16.2905568
